Date,Site,Country,Ad Exchange impressions,Ad Exchange clicks,Ad Exchange CTR,Ad Exchange revenue ($),Ad Exchange average eCPM ($),Ad Exchange ad requests,Ad Exchange match rate
11/3/24,vanguardh5.site,Indonesia,575,32,5.57%,0.69,1.20,"1,048",66.03%
11/3/24,vanguardh5.site,Iraq,5,1,20.00%,0.00,0.53,6,100.00%
11/3/24,vanguardh5.site,Jordan,3,0,0.00%,0.00,0.68,4,100.00%
11/3/24,vanguardh5.site,Kyrgyzstan,3,0,0.00%,0.00,0.54,4,100.00%
11/3/24,vanguardh5.site,Liechtenstein,6,0,0.00%,0.09,14.39,6,100.00%
11/3/24,vanguardh5.site,Madagascar,3,1,33.33%,0.00,0.57,4,100.00%
11/3/24,vanguardh5.site,Mexico,3,1,33.33%,0.01,2.84,4,100.00%
11/3/24,vanguardh5.site,Netherlands,13,1,7.69%,0.07,5.45,13,100.00%
11/3/24,vanguardh5.site,Portugal,999,46,4.60%,6.60,6.61,"1,682",59.75%
11/3/24,vanguardh5.site,"Saint Helena, Ascension and Tristan da Cunha",13,1,7.69%,0.02,1.15,16,100.00%
11/3/24,vanguardh5.site,Saint Kitts and Nevis,3,0,0.00%,0.00,1.16,4,100.00%
11/3/24,vanguardh5.site,Sierra Leone,3,0,0.00%,0.00,0.91,4,100.00%
11/3/24,vanguardh5.site,South Africa,3,0,0.00%,0.01,2.44,4,100.00%
11/3/24,vanguardh5.site,Spain,6,0,0.00%,0.04,7.14,6,100.00%
11/3/24,vanguardh5.site,Sweden,11,2,18.18%,0.04,3.89,11,100.00%
11/3/24,vanguardh5.site,Switzerland,"3,803",195,5.13%,125.97,33.12,"4,435",86.38%
11/3/24,vanguardh5.site,United Arab Emirates,22,1,4.55%,0.09,4.32,28,100.00%
11/3/24,vanguardh5.site,Turkiye,8,0,0.00%,0.02,2.86,10,100.00%
11/3/24,vanguardh5.site,Turkmenistan,9,1,11.11%,0.00,0.39,12,100.00%
11/3/24,vanguardh5.site,United Kingdom,"2,861",115,4.02%,40.18,14.05,"4,149",69.63%
11/3/24,vanguardh5.site,Jersey,7,0,0.00%,0.20,28.60,7,100.00%
11/3/24,vanguardh5.site,United States,"3,507",136,3.88%,99.09,28.25,"6,331",78.01%
11/4/24,cloudgaminghub.site,N/A,107,1,0.93%,0.09,0.87,156,83.97%
11/4/24,cloudgaminghub.site,Brazil,897,16,1.78%,2.23,2.49,"1,236",85.44%
11/4/24,cloudgaminghub.site,Cameroon,3,0,0.00%,0.00,0.53,5,80.00%
11/4/24,cloudgaminghub.site,Canada,"3,789",91,2.40%,64.89,17.13,"6,272",90.35%
11/4/24,cloudgaminghub.site,Democratic Republic of the Congo,7,0,0.00%,0.01,0.82,7,100.00%
11/4/24,cloudgaminghub.site,Estonia,4,0,0.00%,0.02,5.54,5,100.00%
11/4/24,cloudgaminghub.site,Finland,454,11,2.42%,11.03,24.29,612,84.97%
11/4/24,cloudgaminghub.site,France,"1,687",43,2.55%,23.56,13.97,"2,442",88.94%
11/4/24,cloudgaminghub.site,French Guiana,7,0,0.00%,0.03,4.56,7,100.00%
11/4/24,cloudgaminghub.site,Germany,"8,989",161,1.79%,289.90,32.25,"14,877",95.03%
11/4/24,cloudgaminghub.site,Greece,814,21,2.58%,4.32,5.31,"1,162",80.64%
11/4/24,cloudgaminghub.site,Indonesia,3,0,0.00%,0.00,1.14,5,100.00%
11/4/24,cloudgaminghub.site,Iraq,5,1,20.00%,0.01,1.90,7,100.00%
11/4/24,cloudgaminghub.site,Italy,"2,730",69,2.53%,25.04,9.17,"3,847",84.79%
11/4/24,cloudgaminghub.site,Jamaica,7,0,0.00%,0.01,0.85,10,90.00%
11/4/24,cloudgaminghub.site,Mexico,4,0,0.00%,0.02,4.00,5,100.00%
11/4/24,cloudgaminghub.site,Netherlands,"6,633",194,2.92%,141.62,21.35,"11,536",70.44%
11/4/24,cloudgaminghub.site,Pakistan,3,0,0.00%,0.00,0.28,5,80.00%
11/4/24,cloudgaminghub.site,Saudi Arabia,10,0,0.00%,0.01,1.25,15,86.67%
11/4/24,cloudgaminghub.site,Singapore,"1,029",26,2.53%,9.88,9.60,"1,514",84.15%
11/4/24,cloudgaminghub.site,Spain,4,0,0.00%,0.00,0.85,5,100.00%
11/4/24,cloudgaminghub.site,Switzerland,"1,847",34,1.84%,65.94,35.70,"2,492",96.75%
11/4/24,cloudgaminghub.site,United Arab Emirates,15,0,0.00%,0.01,0.63,20,95.00%
11/4/24,cloudgaminghub.site,Ukraine,3,1,33.33%,0.00,0.75,5,80.00%
11/4/24,cloudgaminghub.site,United Kingdom,30,3,10.00%,0.55,18.24,39,97.44%
11/4/24,cloudgaminghub.site,United States,"3,175",72,2.27%,71.30,22.46,"4,501",88.27%
11/4/24,cloudgaminghub.site,Venezuela,9,1,11.11%,0.02,1.77,12,83.33%
11/4/24,funtimeh5.site,N/A,226,16,7.08%,0.30,1.34,254,99.61%
11/4/24,funtimeh5.site,Antigua and Barbuda,15,0,0.00%,0.02,1.35,16,100.00%
11/4/24,funtimeh5.site,Brazil,747,16,2.14%,1.63,2.19,"1,034",88.97%
11/4/24,funtimeh5.site,Cameroon,3,0,0.00%,0.00,0.73,8,100.00%
11/4/24,funtimeh5.site,Canada,"1,107",31,2.80%,16.50,14.90,"1,488",93.88%
11/4/24,funtimeh5.site,Chile,666,11,1.65%,1.80,2.70,796,99.12%
11/4/24,funtimeh5.site,France,497,13,2.62%,5.08,10.21,546,91.03%
11/4/24,funtimeh5.site,Germany,"4,088",137,3.35%,67.42,16.49,"5,439",75.62%
11/4/24,funtimeh5.site,Greece,737,20,2.71%,4.68,6.35,789,94.17%
11/4/24,funtimeh5.site,India,3,0,0.00%,0.00,0.33,4,100.00%
11/4/24,funtimeh5.site,Indonesia,4,0,0.00%,0.01,2.37,6,100.00%
11/4/24,funtimeh5.site,Ireland,3,0,0.00%,0.03,10.65,3,100.00%
11/4/24,funtimeh5.site,Italy,771,24,3.11%,6.47,8.40,838,93.08%
11/4/24,funtimeh5.site,Jordan,3,1,33.33%,0.00,0.80,4,100.00%
11/4/24,funtimeh5.site,Netherlands,"5,968",189,3.17%,94.37,15.81,"7,469",80.47%
11/4/24,funtimeh5.site,Sint Maarten,3,0,0.00%,0.00,1.60,4,100.00%
11/4/24,funtimeh5.site,Niger,4,0,0.00%,0.00,0.28,6,66.67%
11/4/24,funtimeh5.site,Pakistan,116,7,6.03%,0.09,0.81,141,95.74%
11/4/24,funtimeh5.site,Poland,8,0,0.00%,0.01,0.99,8,100.00%
11/4/24,funtimeh5.site,Qatar,4,1,25.00%,0.01,2.28,4,100.00%
11/4/24,funtimeh5.site,Romania,69,3,4.35%,0.59,8.48,69,100.00%
11/4/24,funtimeh5.site,Saint Kitts and Nevis,3,1,33.33%,0.00,0.67,4,100.00%
11/4/24,funtimeh5.site,Saudi Arabia,7,1,14.29%,0.03,4.37,8,100.00%
11/4/24,funtimeh5.site,Seychelles,3,0,0.00%,0.00,0.49,8,100.00%
11/4/24,funtimeh5.site,Singapore,726,17,2.34%,6.05,8.33,981,95.82%
11/4/24,funtimeh5.site,Spain,783,23,2.94%,5.70,7.28,844,94.79%
11/4/24,funtimeh5.site,Switzerland,"4,152",170,4.09%,112.13,27.01,"5,130",81.54%
11/4/24,funtimeh5.site,United Arab Emirates,41,7,17.07%,0.20,4.86,53,100.00%
11/4/24,funtimeh5.site,Turkiye,3,0,0.00%,0.00,0.74,8,100.00%
11/4/24,funtimeh5.site,Ukraine,10,2,20.00%,0.03,3.17,12,100.00%
11/4/24,funtimeh5.site,United Kingdom,"1,356",46,3.39%,13.10,9.66,"1,504",91.56%
11/4/24,funtimeh5.site,United States,"11,155",287,2.57%,242.63,21.75,"18,548",89.17%
11/4/24,skylandh5games.site,N/A,4,0,0.00%,0.00,0.73,5,100.00%
11/4/24,skylandh5games.site,Antigua and Barbuda,4,0,0.00%,0.00,0.72,5,100.00%
11/4/24,skylandh5games.site,Australia,"4,616",137,2.97%,86.14,18.66,"6,732",79.98%
11/4/24,skylandh5games.site,Austria,"5,848",242,4.14%,124.67,21.32,"7,759",75.89%
